,sentiment,company,text
10549,positive,US Airways,awesome philly tuesday party row interested
10550,negative,US Airways,already think airline attendant actually emphasize vape still smoke
10551,negative,US Airways,call volume high best answer hang
10552,positive,US Airways,able switch charge
10553,neutral,US Airways,please start offering route location instead charlotte atlanta
10554,positive,US Airways,state texas
10555,neutral,US Airways,oh saw say nothing
10556,negative,US Airways,yes lose whole day frustrate poor customer service
10557,negative,US Airways,saddens first tweet ever complaint customer service
10558,negative,US Airways,try check online tomorrow try computer tablet phone error message device
10559,negative,US Airways,americanair merge mile account site tell info match even though find difference
10560,negative,US Airways,yes pick pay cab ride rude employee poor customer service
10561,neutral,US Airways,bring mini bottle booze
10562,negative,US Airways,staff lax really messed one fail scan suitcase tag
10563,negative,US Airways,unhappy start trip cancel flightled poor customerservice
10564,neutral,US Airways,nice try apply philly
10565,neutral,US Airways,policy around bring breast pump board
10566,positive,US Airways,thanks dc yet see keep link check back appreciate
10567,negative,US Airways,glad lack spend hour try track basic information already available
10568,neutral,US Airways,guy offer fee change dca tomorrow afternoon
10569,neutral,US Airways,ahold reservation supervisor
10570,negative,US Airways,call btv desk information exist system easy customer access
10571,positive,US Airways,awesome yes
10572,negative,US Airways,website starve correct info say bag miami key west entire run around day
10573,negative,US Airways,hold minute speak lady airport counter give
10574,negative,US Airways,want find bag hassle try claim suitcase usairwaysfail
10575,negative,US Airways,literally say case open good
10576,negative,US Airways,sorry try add day vacation charge change
10577,positive,US Airways,melinda reservation greensboro nc absolute jewel amazing
10578,negative,US Airways,two woman workng phl bag check term c et fire rude pushy treat customer disrespect
10579,positive,US Airways,dfw clt appreciate date keep irrops super professional
10580,positive,US Airways,good news fix
10581,negative,US Airways,bother waste send form letter let choose gift certificate worstcustomerservice
10582,neutral,US Airways,thanks beareavement discount anymore book online
10583,negative,US Airways,push back departure
10584,negative,US Airways,trip ur save grace ur cheaper willing pay bttr service bttr airline
10585,negative,US Airways,horrible experience key west lose luggage call check tell call back reconsider back
10586,negative,US Airways,need destination lunchtime today one could since learn one
10587,neutral,US Airways,yes ask specifically feedback give
10588,negative,US Airways,delay charlotte big surprise
10589,negative,US Airways,cancel flightled person line one agent rebook could hand one better
10590,negative,US Airways,hold hour tell do willing apologize stillnotonmyflight
10591,negative,US Airways,happen bos phl daughter fiancée stick bos
10592,negative,US Airways,funny apologize actually take step beyond customer notimpressed
10593,negative,US Airways,cancel flightled rebooked take spent extra hour dca
10594,negative,US Airways,free mimosa compensate delay yet thx
10595,positive,US Airways,reservation agent phone great job
10596,negative,US Airways,ur act together start treat ur passenger w kinder sanitized plane take page perhaps
10597,negative,US Airways,joke stop losing luggage
10598,neutral,US Airways,book use sort breavement program need home pop funeral
10599,negative,US Airways,hold min sort reservation sync message try check wrong
10600,neutral,US Airways,understand feedback
10601,negative,US Airways,idea customer service mean customer mess plan treat like big deal
10602,negative,US Airways,still hold hour minute count platinum care problem check care
10603,negative,US Airways,little two gate agent try rebook
10604,negative,US Airways,respect stress merger one rep reschedule replane ppl already late youcandobetter
10605,negative,US Airways,fll tell take train back pbi car train pbi
10606,negative,US Airways,quite bit manageable communicate agent let people know happen arrangement
10607,negative,US Airways,handle phone unfortunately wipe entire trip displease
10608,negative,US Airways,head nyc clt funny hear phone ring entire plane groan happen twice
10609,positive,US Airways,send bloody mary row
10610,neutral,US Airways,gainesville fl
10611,negative,US Airways,already let know sent complaint call back finally asleep return call back
10612,neutral,US Airways,value feedback
10613,negative,US Airways,morning thursday monday turn tuesday
10614,negative,US Airways,spoke customer service rep rude curt transfer eternal hold sad badservice mergerdisaster
10615,negative,US Airways,customer service nightmare hold hour platinum member aa feel like worthless
10616,negative,US Airways,never let every single delay
10617,negative,US Airways,sit ground charlotte gate comms deck great happy friday hope connection
10618,neutral,US Airways,do
10619,neutral,US Airways,never run fast life
10620,negative,US Airways,thanks cancel flightled maintenance reason next available late
10621,negative,US Airways,yes rebooked next day wed thanks upset lose additional work day pay hotel lose
10622,neutral,US Airways,clt
10623,negative,US Airways,suppose need tweet everyone horrible airline take notice let try route
10624,negative,US Airways,fix asap
10625,negative,US Airways,felt could better email feel little less care automate
10626,negative,US Airways,americanair cancel flightled back holiday give refund phl ewr really
10627,negative,US Airways,log book problem need add api travel state can not see
10628,positive,US Airways,thanks reflight book problem cancel flightedflight yvonne anthony tel aviv happyfriday
10629,positive,US Airways,big thanks yvonne anthony chairman desk top tier customer service today outstanding service support
10630,negative,US Airways,plane degree burn completely illegal
10631,negative,US Airways,fuck kid
