,sentiment,company,text
10460,neutral,US Airways,international
10461,negative,US Airways,oh yes because i have load of run to my connect after you delay me for about minute
10462,negative,US Airways,hey my bag be damage with you yesterday what can i do
10463,neutral,US Airways,land at phoenix but we have to board a quickly to vegas so no at the airport what now
10464,neutral,US Airways,i leave something on a recent today who do i contact to retrieve it please thanks
10465,negative,US Airways,americanair four subsequent delay destroy my travel plan this evening look to resolve this matter
10466,negative,US Airways,i do at pm still no bag
10467,positive,US Airways,just speak with a representative move my earlier you so much for the follow up
10468,negative,US Airways,min you guy hr on hold
10469,negative,US Airways,so when be i suppose to call the internet desk especially since my reservation tell me to directly call the main number
10470,negative,US Airways,not only do u lose the plan now ur crew be faa out thx for havin us sit on the tarmac for an hr pathetic
10471,negative,US Airways,i be on hold for minute wait to talk to someone about my tomorrow be there another number to call
10472,negative,US Airways,you be despicable the plan be lose now we be sit on the tarmac for an hour its a min
10473,positive,US Airways,hey guy just want to say i have the best ever you so much i fell asleep and actually have a wet dream
10474,negative,US Airways,can you me update ktn on the profile ticket book via aa that info do pas on i be on hold forever
10475,negative,US Airways,so you dishonor mile with that be travel last year
10476,neutral,US Airways,you need to check information regard hotel shuttle rout delay
10477,negative,US Airways,i be eventually give a to memphis but only after i be take off my original bc i be check in as my father
10478,negative,US Airways,how the heck do one the internet desk to authorize a waiver would that involve be on hold for another hour
10479,negative,US Airways,so be i suppose to discuss this matter with a computer badcustomerservice airline dividendrewards
10480,negative,US Airways,mile on usair last four not good other airline much improve bill issue seat legroom in air service
10481,negative,US Airways,it say to call before connect song dance about weather weather bad day call for day before wasteoftime
10482,negative,US Airways,really try that alreadygot message unavailable to do next idea
10483,negative,US Airways,i m glad you sorry that i m homeless for the night me feel secure
10484,negative,US Airways,but in the meantime i ll be sleep on a park bench on dadeland st thanks guy
10485,neutral,US Airways,ah and i be only give one shuttle voucher so if i do ever back to the airport you ll be the bill
10486,negative,US Airways,wonder if this misery be consider a damage in a breach of contract lawsuit lawyerup
10487,negative,US Airways,but wait they be book along with all other hotel nearby i be send anyway to the hotel manager disbelief
10488,positive,US Airways,but do worry they find a hotel it only away i there around no problem
10489,negative,US Airways,at which point in told they have sell my voucher because i be fast enough
10490,negative,US Airways,the kind gentleman at the gate tell me to left to my hotel voucher at the ticket gate take about to there
10491,negative,US Airways,i have a story for you it start with a two hour delay that me miss my connection in miami
10492,neutral,US Airways,no worry i be able to read entire book while hold themagicalstranger
10493,negative,US Airways,doing best think not lousy way to run an airline why no online way to connect you be on hold for then zip
10494,negative,US Airways,schedule for tell at that be cancel flightled after sit on cold plane for hour
10495,negative,US Airways,refuse to compensate passenger when inconvenience and would even rebook me on another airline disappointed
10496,negative,US Airways,can you tell me why i wait min and then be charge the phone change fee even tho i be allow to change online
